ROWID  RA DEC PSFMAG_R PRIORITY_FLAG
901005968507432  305.6974607904  -55.2388128404 17.66 5
901005968602736  305.9347440709  -55.2144417015 17.10 7
901005968606798  306.1087915585  -55.2132691148 17.80 5
901005968702251  306.3423112854  -55.1912491943 17.12 7
901005970005434  312.1866153843  -55.2513375339 17.34 6
901005970008290  312.3086978146  -55.2888712180 17.40 6
901005970100715  312.4040367328  -55.1592754852 17.44 6
901005970109541  312.7681456677  -55.3076185535 17.73 5
901005970110108  312.7942659160  -55.3179046017 16.87 7
901005970200236  312.8217169854  -55.1258577624 17.41 6
901005970302211  313.3490838075  -55.2890080718 17.41 6
901005970305093  313.4871616163  -55.2988698802 18.00 5
901005970307312  313.5909779787  -55.3480854756 17.78 5
901005970403199  313.8407196650  -55.2366891931 17.84 5
901005970506102  314.4097862693  -55.1808433114 17.76 5
901005993104624   52.6746187123  -55.0669235404 17.85 5
901005993108989   52.8499268040  -55.0699702731 16.76 7
901005993205938   53.1778257756  -54.8758911179 17.37 6
901005993400775   53.8113650094  -55.0011449752 17.74 5
901005993404591   53.9866989141  -55.0124863996 16.93 7
901005993503100   54.3665657151  -55.0951724203 17.98 5
901005993602808   54.7876623394  -54.8995442241 17.45 6
901005993705945   55.3305168405  -54.9716315061 17.11 7
901005993707518   55.3931222764  -54.8812757707 16.79 7
901005993801779   55.5808236250  -54.9806268888 17.15 7
901005993805465   55.7274984095  -54.9314876805 16.81 7
901005993805763   55.7410597712  -54.8967751681 17.52 5
901005994010923   56.7958274826  -55.1217320930 17.15 7
901005994106159   57.0559904139  -54.9574532866 17.58 5
901005994204988   57.4532791290  -55.1151526265 17.38 6
901005994301877   57.7550908057  -55.0114582185 16.86 7
901005994511116   58.9536335151  -54.9153671116 17.40 6
901006002100842   91.5429048779  -54.9593115158 17.63 5
901006002102794   91.6137369588  -55.0544163291 16.61 7
901006002106323   91.7357671701  -54.9604940905 17.34 6
901006002203002   92.0656482948  -55.0767157574 16.83 7
901006002206392   92.2001007243  -55.1169352239 16.76 7
901006002208970   92.2993663548  -55.0943924300 17.19 7
901006002309645   92.7459107440  -55.0921324131 17.35 6
901006002404452   92.9942185697  -55.0240507319 16.73 7
901006002406914   93.0858388555  -55.0506186043 17.14 7
901006002406934   93.0864625160  -54.9826642565 17.17 7
901006002508180   93.5655059151  -54.8833108431 17.08 7
901006002510057   93.6427146893  -54.9389350647 18.00 5
901006002600161   93.6890630281  -54.9816863087 17.28 6
901006002604778   93.8754172059  -54.9713117839 16.75 7
901006002606371   93.9434219663  -54.9614010052 17.31 6
901006002703592   94.2488904288  -55.0888604814 17.50 6
901006002711406   94.5481067154  -55.1183992955 17.41 6
901006002802603   94.6724383146  -54.9124492197 17.46 6
901006002902926   95.1533944057  -54.8756623133 16.79 7
901006002903554   95.1859369011  -55.0706688104 16.75 7
901006002904810   95.2482547883  -54.9943320677 17.73 5
901006003002817   95.5673045087  -55.0101364016 16.96 7
901006003004366   95.6391138766  -54.9495614227 16.63 7
901006003006932   95.7581876294  -55.0533789415 17.98 5
901006003101934   95.9493612042  -55.1164228593 17.44 6
901006003104385   96.0785535076  -55.0469650896 17.63 5
901006003106927   96.2045286433  -54.9892813404 17.66 5
901006003107519   96.2333802455  -55.0041347877 17.61 5
901006003205469   96.5473469677  -55.0466833713 17.40 6
901006003207160   96.6289946346  -54.9446448216 17.63 5
901006003302102   96.8444010485  -54.9688473255 17.59 5
901006003303770   96.9451412025  -54.9352475033 17.05 7
901006003304493   96.9847552571  -55.0394285981 17.62 5
901006003304553   96.9875910372  -54.9401089487 17.05 7
901006003400899   97.2125916599  -54.9423842148 17.01 7
901006003407548   97.5882117332  -54.9576523099 17.44 6
901006003501094   97.6435353970  -54.9150261380 17.30 6
901006003504490   97.8287229536  -55.0102373984 16.82 7
901006003505483   97.8820835209  -55.1110683251 17.85 5
901006003505647   97.8899447785  -55.0103903766 16.74 7
901006003506244   97.9245730182  -55.0401425562 17.33 6
901006003600476   98.0435544999  -54.9499948870 17.71 5
901006003602150   98.1277518113  -54.9654658548 16.71 7
901006003602610   98.1536259674  -55.0062363725 16.74 7
901006003604204   98.2476812452  -55.0813503734 17.11 7
901006003607439   98.4483814825  -54.9945223267 17.85 5
901006003700233   98.4717813966  -55.1192422652 16.84 7
901006003700995   98.5241534582  -54.9092573855 16.98 7
901006003701743   98.5776940356  -55.0313334771 16.96 7
901006003702673   98.6359777402  -54.9615932904 16.82 7
901006003703210   98.6716933406  -55.0212915313 17.16 7
901006003803982   99.1387604873  -54.8999151888 17.59 5
901006050002262  299.4043250178  -54.9903282835 17.88 5
901006050005921  299.6045524868  -55.1242742707 17.95 5
901006050006799  299.6566493243  -55.1145730926 17.58 5
901006050006801  299.6566703243  -55.1190896519 17.36 6
901006050104387  299.9186579912  -54.9139805619 17.80 5
901006050106346  300.0092082727  -54.9605136293 17.22 7
901006050106982  300.0360682742  -55.0139306057 16.97 7
901006050107654  300.0657053371  -54.9835877976 17.74 5
901006050201088  300.1845557781  -54.9192325318 16.85 7
901006050202891  300.2620963509  -54.9807798343 17.23 7
901006050205439  300.3621077091  -54.9709126390 17.80 5
901006050208625  300.4920966313  -55.0928901353 17.72 5
901006050309855  300.9568904032  -55.0973683696 17.04 7
901006050401515  301.0662659382  -54.9723280768 17.16 7
901006050402740  301.1157026475  -55.0762044023 17.68 5
901006050406215  301.2761678713  -55.0690487502 17.35 6
901006050500309  301.4540502502  -54.9146979153 17.68 5
901006050502509  301.5509135171  -54.8917483218 17.05 7
901006050504475  301.6306137778  -55.0244772853 17.28 6
901006050505840  301.6897974185  -54.9018617113 17.49 6
901006050609146  302.2583973929  -55.0771640046 17.38 6
901006050609570  302.2757986196  -55.1107374280 17.10 7
901006050702542  302.4141739079  -55.0538750342 17.61 5
901006050702625  302.4170427890  -54.9105317325 16.81 7
901006050703194  302.4409015816  -55.0255627562 17.33 6
901006050705645  302.5520920621  -54.9791029077 17.11 7
901006050706790  302.6013614905  -55.0057276291 17.62 5
901006050801029  302.7855747139  -55.0391254515 17.85 5
901006050807938  303.0916533481  -54.9075624794 17.99 5
901006050809043  303.1407122850  -54.9008406714 16.61 7
901006050903555  303.3397946350  -54.9284248236 17.34 6
901006051002528  303.7313413804  -55.0099616459 16.82 7
901006051108254  304.3959033726  -55.1193489247 17.75 5
901006051203803  304.6463894891  -54.8979981047 17.88 5
901006051207145  304.7993936449  -54.9165912943 17.48 6
901006051305190  305.1368605436  -54.8853739431 17.76 5
901006051408517  305.6969822506  -54.9470078667 17.59 5
901006051504660  305.9680712088  -55.0425398209 17.92 5
901006051506961  306.0577145457  -54.8823309615 16.98 7
901006051605215  306.4340149346  -55.0833754973 17.50 6
901006051702197  306.7392857046  -54.8904098442 17.35 6
901006051702605  306.7593197881  -55.0548701981 17.48 6
901006052804543  311.6051047100  -55.1194645268 16.68 7
901006052900224  311.8583792919  -54.9197573118 17.11 7
901006052901865  311.9279225713  -54.9507007801 17.15 7
901006052903717  312.0018270764  -54.9476979479 17.68 5
901006052908524  312.2016680085  -55.0053620154 16.72 7
901006052909406  312.2405040328  -54.9037397040 17.45 6
901006053008083  312.6434313538  -55.0221647454 16.81 7
901006053009155  312.6928841278  -55.0467230031 16.79 7
901006053100282  312.7332215869  -54.9805754701 17.16 7
901006053100788  312.7565358748  -55.0547511788 16.64 7
901006053108859  313.1413250991  -55.0048116285 17.45 6
901006053303971  313.7827918401  -55.0665880369 17.00 7
901006053308464  314.0001810265  -55.0859389649 17.37 6
901006053400998  314.0655411252  -55.0202199675 17.85 5
901006053404159  314.2147435882  -54.8923328030 17.51 5
901006053406474  314.3117087049  -54.9885625020 16.88 7
901006053502401  314.5639548894  -54.9024808632 17.53 5
901006053502687  314.5785218530  -55.0730572154 17.99 5
901006053502860  314.5861849143  -55.0151929955 17.68 5
901006053508200  314.8528271505  -55.0294587151 16.77 7
901006053606203  315.2063464589  -54.9196965286 17.34 6
901006053608369  315.3141804734  -55.0016642354 17.75 5
901006076204425   52.8804357532  -54.7171031386 17.41 6
901006076600655   54.4175774565  -54.7527033343 16.95 7
901006076708764   55.2385345011  -54.7719239693 17.25 6
901006076801081   55.2939596947  -54.7427708680 17.65 5
901006076803797   55.4082969314  -54.7344224960 17.70 5
901006077006494   56.3977109522  -54.7863814288 17.80 5
901006077110603   56.9283964898  -54.7172261851 17.01 7
901006077301300   57.4573227777  -54.6451349547 17.22 7
901006077401010   57.8722095149  -54.7166683027 17.02 7
901006077404470   58.0054255475  -54.6375352285 16.75 7
901006077601710   58.7680733088  -54.8234022730 17.83 5
901006077610434   59.0793507074  -54.8311449416 17.27 6
901006085201893   91.5713732744  -54.7434665040 17.80 5
901006085207096   91.7487070788  -54.6642380998 17.87 5
901006085208804   91.8080005896  -54.6755181092 16.79 7
901006085209806   91.8420896867  -54.8484913313 17.55 5
901006085300925   91.9674352177  -54.8094194029 16.97 7
901006085304546   92.0904799861  -54.6498540685 16.75 7
901006085408883   92.7482713000  -54.8436223190 17.98 5
901006085409200   92.7610673309  -54.7706285122 16.73 7
901006085410207   92.8015695977  -54.7012286331 17.86 5
901006085509829   93.1840912573  -54.7325353486 16.69 7
901006085604523   93.4246965023  -54.8286661004 16.62 7
901006085700646   93.6959420944  -54.6607682918 16.94 7
901006085700903   93.7083629052  -54.6681889078 16.97 7
901006085701303   93.7264826999  -54.7439712428 16.66 7
901006085703487   93.8147175596  -54.8629363668 17.07 7
901006085804486   94.3001910556  -54.8059859977 17.02 7
901006085901116   94.5838811887  -54.7836951531 17.64 5
901006086001027   95.0130489754  -54.6604783126 16.84 7
901006086001772   95.0509076399  -54.8507705419 16.89 7
901006086001843   95.0541351848  -54.8207700650 17.83 5
901006086003499   95.1377986916  -54.7419042306 16.81 7
901006086003858   95.1568230499  -54.8280471527 17.78 5
901006086004478   95.1912202180  -54.7754214715 17.58 5
901006086005302   95.2348612948  -54.8225951919 17.59 5
901006086006002   95.2739888085  -54.7033037975 17.14 7
901006086006315   95.2899233892  -54.8249784837 17.44 6
901006086007073   95.3250290343  -54.6735899574 17.26 6
901006086007880   95.3625510200  -54.6289325700 16.67 7
901006086106324   95.6846132757  -54.7490259282 17.78 5
901006086107818   95.7565832649  -54.8381282026 16.64 7
901006086109128   95.8183190903  -54.6652730752 16.92 7
901006086200571   95.8499379322  -54.7489309438 16.95 7
901006086303036   96.4215903128  -54.7676142056 16.82 7
901006086303861   96.4727380996  -54.7277510058 16.91 7
901006086404381   96.9074631561  -54.8141395996 17.32 6
901006086404618   96.9213719249  -54.6301899311 17.92 5
901006086405949   96.9915780278  -54.7194275195 17.80 5
901006086408412   97.1222188700  -54.7994093339 16.85 7
901006086501681   97.2126379979  -54.8168771023 17.89 5
901006086506176   97.4754665929  -54.8446788241 16.79 7
901006086602279   97.6691828972  -54.7784773764 17.53 5
901006086605882   97.8579840535  -54.7397208560 17.09 7
901006086607748   97.9507367953  -54.6401104115 17.76 5
901006086700687   98.0177396271  -54.8341417657 17.01 7
901006086700733   98.0198279826  -54.7408959352 17.10 7
901006086701098   98.0391542910  -54.6992949890 16.62 7
901006086702434   98.1080043045  -54.6461866685 16.87 7
901006086704667   98.2324070668  -54.7745565675 17.05 7
901006086705054   98.2523851697  -54.6846064454 17.20 7
901006086803540   98.6053835857  -54.7515710533 17.30 6
901006086806123   98.7487945060  -54.7478485935 17.34 6
901006086807314   98.8241400920  -54.6295082233 17.31 6
901006086901250   98.9225818054  -54.7950098762 17.35 6
901006086901477   98.9361549925  -54.7032244389 16.77 7
901006087000355   99.3060174081  -54.7043496745 16.97 7
901006087005199   99.6517680559  -54.7468465190 17.85 5
901006087005379   99.6641834391  -54.7559118378 16.63 7
901006087005430   99.6677778118  -54.7267465542 16.77 7
901006133306538  299.5366777582  -54.8176439980 17.24 7
901006133403854  299.7771188345  -54.8092996158 17.15 7
901006133404824  299.8264426598  -54.8197654935 16.92 7
901006133406351  299.9000544767  -54.8018893597 17.37 6
901006133500706  300.0335763095  -54.7727820534 17.14 7
901006133505121  300.2382909583  -54.6953539836 17.11 7
901006133508555  300.3905601700  -54.8651996337 17.33 6
901006133609535  300.8330055569  -54.8578216577 17.03 7
901006133705661  301.1242057026  -54.8663399831 17.84 5
901006133706410  301.1588500414  -54.8217250276 17.16 7
901006133805527  301.5574578773  -54.6962941544 17.04 7
901006133806311  301.5962405517  -54.7138537852 16.98 7
901006133808456  301.6894715214  -54.7922473210 16.82 7
901006133901620  301.7946468318  -54.8364642418 17.69 5
901006133905348  301.9574847170  -54.6715837178 17.89 5
901006133907532  302.0535452389  -54.7298045702 16.79 7
901006134002428  302.2685979477  -54.8551546483 17.61 5
901006134004684  302.3655507446  -54.7818468757 17.16 7
901006134009618  302.5784658576  -54.7519033255 17.92 5
901006134102921  302.7042246944  -54.8044218959 17.76 5
901006134106311  302.8617268606  -54.7517526188 16.64 7
901006134201330  303.0764128108  -54.7893198078 17.69 5
901006134202853  303.1432978035  -54.8690741276 16.97 7
901006134202978  303.1483118910  -54.8445825992 17.58 5
901006134207527  303.3637776640  -54.6998198423 16.65 7
901006134301150  303.5058759693  -54.8099318555 16.88 7
901006134303255  303.5941874857  -54.7872678144 17.39 6
901006134501051  304.3574713798  -54.7764189259 16.80 7
901006134505130  304.5511891123  -54.7265742167 17.34 6
901006134708216  305.5404156086  -54.6524084719 17.19 7
901006134708241  305.5417476731  -54.7224473257 16.72 7
901006134806130  305.8882888888  -54.6755993413 17.90 5
901006134901792  306.1226313098  -54.8305289607 17.41 6
901006134903903  306.2220797433  -54.6703927123 16.68 7
901006134904255  306.2374142930  -54.7682896528 17.56 5
901006134906305  306.3262899430  -54.6543421755 17.45 6
901006134907767  306.3921085596  -54.6451263468 17.21 7
901006135000559  306.4969639876  -54.8163737617 16.77 7
901006135803067  310.0552114778  -54.6746311838 17.79 5
901006135809515  310.3238429888  -54.7016707625 17.05 7
901006135900773  310.3831431534  -54.7105694245 17.31 6
901006135903850  310.5041020069  -54.8556799378 16.94 7
901006136208610  312.0018699135  -54.8106507874 16.79 7
901006136305590  312.3101940703  -54.7174441423 16.74 7
901006136400113  312.5194403325  -54.8430958646 17.46 6
901006136402864  312.6591571261  -54.6878186460 17.36 6
901006136408462  312.9168819865  -54.6720889521 17.05 7
901006136500636  312.9717399142  -54.7075110787 16.68 7
901006136504224  313.1475631607  -54.6421439891 17.39 6
901006136504472  313.1595509109  -54.7687056790 16.98 7
901006136507670  313.3148395640  -54.7474943620 17.43 6
901006136508813  313.3758114386  -54.8488035002 17.11 7
901006136602973  313.5325415168  -54.7527812378 17.83 5
901006136701009  313.8641471615  -54.8237797399 17.11 7
901006136702991  313.9606643780  -54.8305636859 17.42 6
901006136705036  314.0765113069  -54.8147083898 17.94 5
901006136707351  314.1997677648  -54.7435684319 16.71 7
901006136707481  314.2081376953  -54.7214941196 16.71 7
901006136800537  314.2728640341  -54.6835150605 17.07 7
901006136802936  314.3935400521  -54.6426419448 17.73 5
901006136804967  314.5046612002  -54.8663550651 17.64 5
901006136806249  314.5713253863  -54.7023861323 16.95 7
901006136900913  314.7243407162  -54.8511910689 17.00 7
901006136905267  314.9695814702  -54.7374818988 17.01 7
901006159601323   52.3375734479  -54.5483262600 17.35 6
901006159700486   52.7341766669  -54.4856657174 16.81 7
901006160004835   54.1846085590  -54.6191881716 16.67 7
901006160102446   54.5189759740  -54.5453086392 16.89 7
901006160208070   55.2152997370  -54.5996150301 17.10 7
