ROWID  RA DEC PSFMAG_R
901006003600306   98.0364707955  -54.9443359713 14.30
901006003601899   98.1163130807  -54.9582930428 14.10
901006003605493   98.3239847812  -54.9645325335 13.54
901006003701858   98.5860896665  -54.9584696933 13.86
901006003702698   98.6378496331  -54.9821392368 13.63
901006003702763   98.6419663376  -54.9127794591 13.77
901006003702974   98.6553628686  -54.8971531745 14.01
901006003704470   98.7498645563  -54.9373329115 14.33
901006003801484   98.9789274599  -55.0946745832 13.43
901006003801798   98.9965537059  -54.8931022700 13.68
901006003801956   99.0057682188  -54.9602170708 14.13
901006003802617   99.0491792899  -54.8948426331 14.06
901006003803500   99.1087280474  -54.9972822665 13.75
901006003804855   99.1965251589  -54.9711670194 13.90
901006049904479  299.1954442813  -55.1236723068 13.59
901006049905949  299.2720067221  -54.9601321774 13.68
901006050004041  299.5071016517  -55.0104815561 14.01
901006050005630  299.5886546010  -55.0373395523 13.42
901006050006242  299.6200678310  -54.8845165019 14.95
901006050007637  299.7033232752  -54.9338274310 14.47
901006050106458  300.0135515890  -54.9631610608 13.90
901006050107019  300.0377282068  -55.0988578239 13.64
901006050107263  300.0484539129  -54.8788503406 14.20
901006050300919  300.6115170127  -54.8886128328 13.39
901006050301860  300.6486526537  -55.0829554916 14.01
901006050303448  300.7064706497  -55.0618776887 14.24
901006050305478  300.7847493556  -55.1141217600 13.89
901006050308316  300.8955125527  -55.0706065312 13.49
901006050308512  300.9035916741  -54.8860030935 14.34
901006050309143  300.9279466337  -55.0363820617 13.98
901006050401103  301.0502899534  -55.0693999068 14.07
901006050402139  301.0913442962  -54.9404339597 14.13
901006050403019  301.1286407313  -55.0014527607 13.76
901006050404078  301.1740820958  -54.9417652548 13.94
901006050408572  301.3810983985  -55.0076686016 13.79
901006050409681  301.4284753856  -55.0869796448 13.44
901006050500532  301.4641793104  -54.8985693895 13.50
901006050503631  301.5965621257  -55.0005208041 14.18
901006050504394  301.6272920515  -55.0359685080 13.57
901006050505618  301.6804730568  -55.0280605373 13.95
901006050508883  301.8099730146  -54.9067186986 14.26
901006050604459  302.0602769235  -54.8873441362 13.64
901006050607837  302.2051098360  -54.9902042148 13.75
901006050610046  302.2949548096  -54.9698462459 13.37
901006050702458  302.4105984358  -54.8855980646 14.21
901006050702555  302.4146679005  -54.8810273196 14.13
901006050707286  302.6232118103  -55.0105828742 13.85
901006050708542  302.6780590202  -55.0041989871 13.55
901006050803352  302.8853305608  -54.9288457999 14.18
901006050803599  302.8970479902  -54.9679156812 14.38
901006050803988  302.9112599967  -55.0459284072 14.25
901006050804894  302.9532353069  -54.9385415210 13.70
901006050806897  303.0420898661  -55.0222715310 13.65
901006050807436  303.0675173572  -55.1200036173 14.27
901006050807772  303.0832724527  -54.8808251036 14.13
901006050808511  303.1173627403  -55.1175946392 13.78
901006050901138  303.2285808824  -55.0548000057 13.56
901006050903489  303.3374486864  -55.0372648595 13.96
901006050907278  303.5101822141  -54.9379138583 14.05
901006050908345  303.5612672221  -55.1005964833 14.19
901006051001975  303.7044367423  -54.9674544281 13.65
901006051103014  304.1686503594  -54.8884689332 14.20
901006051104350  304.2232443983  -55.1129110185 13.85
901006051106238  304.3058084933  -54.9393058590 14.06
901006051109223  304.4393188609  -55.0105183645 14.29
901006051201081  304.5260967616  -54.9819949631 14.27
901006051202051  304.5722342458  -54.9305032008 14.20
901006051204028  304.6577365099  -55.0238519018 14.04
901006051204090  304.6604834927  -55.0604506888 14.40
901006051204187  304.6650487305  -54.9759958752 14.00
901006051206823  304.7864939304  -54.9084411225 14.28
901006051208665  304.8655976301  -54.8813965147 13.86
901006051208807  304.8714149782  -55.0613919283 14.27
901006051307312  305.2313145448  -55.1191604383 14.44
901006051309611  305.3261073792  -54.8754281838 13.96
901006051400960  305.3833442789  -54.8809145123 13.87
901006051402738  305.4575618587  -55.0400445760 13.79
901006051404284  305.5197981597  -54.9021157907 13.69
901006051404918  305.5452129665  -54.9406508275 13.71
901006051406643  305.6161815315  -55.1087431341 13.83
901006051506825  306.0523712807  -54.9268894657 14.36
901006051602195  306.3041980625  -55.0753463474 13.48
901006051602845  306.3329490853  -55.0406566608 14.15
901006051604639  306.4099164880  -54.8962376642 13.73
901006051609015  306.6007822798  -54.9467888136 14.11
901006051703836  306.8133375204  -55.1032322148 14.33
901006051707492  306.9807495942  -55.0714285057 13.98
901006051707507  306.9819062379  -55.0049832503 13.96
901006052600683  310.5785200366  -54.9370905893 14.22
901006052603455  310.6903350765  -54.9757557229 14.20
901006052606628  310.8106818352  -55.0261447402 14.05
901006052609305  310.9151717593  -55.0654044066 13.91
901006052705983  311.2385200511  -55.0110131361 13.96
901006052709375  311.3776363312  -54.9752936193 13.65
901006052709554  311.3844589702  -54.9562578360 14.15
901006052801790  311.4899302213  -54.9216676255 13.73
901006052901858  311.9276020847  -55.1071888494 14.15
901006052907262  312.1458385212  -55.0720181439 14.29
901006052907574  312.1590761839  -55.1109343870 14.22
901006052909009  312.2222440371  -54.9252915160 14.24
901006053001902  312.3714777705  -55.0418102801 13.59
901006053003263  312.4311788660  -54.9972501801 14.09
901006053004035  312.4639272505  -54.9321397720 13.58
901006053009197  312.6948718487  -55.0602720345 14.29
901006053102264  312.8264591845  -55.0311944109 14.02
901006053105168  312.9576996227  -54.9669889023 14.07
901006053106413  313.0162301307  -55.0708652167 13.64
901006053204846  313.3953789059  -54.9717415927 14.30
901006053205250  313.4133840130  -55.0710745085 14.03
901006053205777  313.4357305312  -55.0996245423 13.79
901006053302595  313.7141271869  -55.1092661628 14.39
901006053303311  313.7519581911  -54.9814700988 13.91
901006053303416  313.7575859655  -54.9940805232 14.12
901006053303873  313.7790161927  -55.0991427733 13.79
901006053404756  314.2383294542  -55.0284628805 14.24
901006053404988  314.2477820697  -54.9315405347 14.09
901006053501680  314.5326433578  -54.9670678086 13.74
901006053501903  314.5424412231  -54.9796238724 13.67
901006053504649  314.6716746374  -54.8922222130 13.78
901006053505571  314.7222229231  -55.0318953486 13.64
901006053507261  314.8064421418  -55.0622109420 14.10
901006053600570  314.9187963182  -54.9288506987 13.54
901006053601979  314.9914892521  -54.8861667077 13.94
901006053605172  315.1564662021  -54.8991902061 13.71
901006053608258  315.3088330441  -54.9983922740 14.01
901006053700602  315.3541449319  -54.8772534598 14.23
901006076009599   52.2108798356  -54.6418459784 14.35
901006076101989   52.3205386815  -54.8297075195 14.17
901006076102802   52.3574715375  -54.7454363314 13.96
901006076104918   52.4596732305  -54.7839067542 13.79
901006076106576   52.5333341597  -54.8348354498 13.65
901006076207975   53.0715322197  -54.8609633461 13.96
901006076300524   53.1165900832  -54.8211774088 14.16
901006076300901   53.1348128597  -54.8353927178 13.49
901006076302753   53.2261705823  -54.7685783506 14.34
901006076302830   53.2291400646  -54.8208860219 14.44
901006076307474   53.4521275025  -54.7098559604 13.58
901006076401544   53.5943805372  -54.7291807225 13.82
901006076404230   53.7208894449  -54.6502873014 13.98
901006076406604   53.8365836296  -54.8493210621 13.81
901006076407027   53.8577060914  -54.6635890894 14.04
901006076501411   54.0184046414  -54.7606214014 13.78
901006076605162   54.6235002922  -54.6335371844 13.93
901006076708564   55.2296209835  -54.8638005132 14.06
901006076907415   56.0193997582  -54.7866852674 14.01
901006076908733   56.0786340985  -54.7512413209 13.99
901006077002509   56.2216342824  -54.8015733472 14.27
901006077002863   56.2360549602  -54.7524248601 14.05
901006077108920   56.8645967006  -54.8690293434 14.34
901006077206251   57.2252222321  -54.8719213554 13.92
901006077303161   57.5260215292  -54.6912852133 13.52
901006077306847   57.6695201866  -54.7950436312 13.63
901006077309865   57.7776206673  -54.7473536967 13.56
901006077404230   57.9947654909  -54.7287831100 14.16
901006077501344   58.3157035963  -54.6850482670 13.97
901006077505072   58.4644371555  -54.8601696815 14.39
901006077506655   58.5228825267  -54.8673377001 14.34
901006077510398   58.6621064155  -54.6882245114 13.88
901006077604719   58.8791507890  -54.7909767469 14.19
901006077608223   58.9999295136  -54.7162777713 14.27
901006077610125   59.0676321681  -54.6578949871 14.21
901006085202665   91.5963464946  -54.7926138163 13.41
901006085205888   91.7048746402  -54.8504722110 13.77
901006085206043   91.7106257705  -54.6360817988 14.25
901006085206891   91.7408981516  -54.8139250640 13.73
901006085210931   91.8876610949  -54.6292628935 14.34
901006085308118   92.2209349695  -54.8319268269 13.57
901006085308863   92.2487553683  -54.7603395401 14.18
901006085310181   92.2994891842  -54.7454716325 13.56
901006085310659   92.3189497735  -54.6307716632 13.64
901006085310818   92.3251662502  -54.6368401339 13.52
901006085400273   92.3825054425  -54.6516624214 13.89
901006085403792   92.5268403498  -54.7308448022 14.33
901006085404155   92.5432668979  -54.8557911087 13.84
901006085406427   92.6418635012  -54.7357529081 14.18
901006085407239   92.6807473615  -54.6384270485 14.32
901006085407632   92.6970256678  -54.7336433725 13.85
901006085409478   92.7725042895  -54.8152835830 14.17
901006085409547   92.7751407212  -54.8379691227 13.51
901006085502282   92.8909243476  -54.7871345439 14.05
901006085502398   92.8958309287  -54.8297118332 14.00
901006085503867   92.9519090981  -54.8073868274 13.63
901006085505047   92.9947928164  -54.7889848483 13.57
901006085507589   93.0909129409  -54.8446509706 13.93
901006085509425   93.1675033239  -54.6293474756 13.84
901006085605821   93.4839919360  -54.7382039093 14.09
901006085609712   93.6608234594  -54.6948082363 13.38
901006085702109   93.7603342842  -54.7766881773 13.83
901006085704950   93.8719273404  -54.6941424580 13.70
901006085705503   93.8965001012  -54.6809154600 14.08
901006085706368   93.9332839820  -54.7273591993 13.58
901006085707529   93.9807192847  -54.8668757738 14.31
901006085803256   94.2371660838  -54.7084470362 13.95
901006085805262   94.3385910540  -54.7095312953 13.62
901006085805266   94.3387584136  -54.6290688852 13.99
901006085808650   94.4943297733  -54.8006650889 14.31
901006085809237   94.5222843934  -54.8726133342 13.80
901006085901944   94.6219611510  -54.7083291706 13.55
901006085902638   94.6536363485  -54.8728914131 13.52
901006085902805   94.6612428467  -54.7927741017 13.74
901006085906347   94.8444669233  -54.6797854091 13.63
901006085906486   94.8521181229  -54.8035475266 13.72
901006085908525   94.9567167430  -54.8520614039 13.57
901006086001050   95.0144361590  -54.8284529058 13.49
901006086001474   95.0369511550  -54.8027902065 13.52
901006086002729   95.0982580881  -54.6862137197 14.05
901006086003956   95.1625907938  -54.6972858368 14.22
901006086004997   95.2187648990  -54.6383504026 14.23
901006086008112   95.3735513629  -54.7374143240 14.03
901006086008270   95.3811603439  -54.8649195601 13.66
901006086008339   95.3841866343  -54.8722774117 14.41
901006086100813   95.4284931920  -54.6273634772 14.10
901006086100833   95.4292060149  -54.6649115342 14.10
901006086100922   95.4328582044  -54.6285315871 14.02
901006086101342   95.4521486217  -54.6849979856 14.14
901006086102198   95.4926846375  -54.8652755926 14.14
901006086102466   95.5058183775  -54.8287797266 14.09
901006086104006   95.5734672705  -54.8219302890 13.98
901006086104911   95.6189450131  -54.8412866552 13.80
901006086106390   95.6886115370  -54.6943032361 13.86
901006086108366   95.7799811804  -54.8405087280 13.56
901006086109108   95.8173825073  -54.7988718109 14.08
901006086200646   95.8544623800  -54.7849776179 14.28
901006086201023   95.8755832287  -54.8713435297 13.84
901006086206860   96.1710908674  -54.6908312832 14.37
901006086207628   96.2136517999  -54.6352181386 13.91
901006086300418   96.2800726094  -54.7398218882 13.64
901006086303831   96.4712534614  -54.8677956186 13.43
901006086304691   96.5183193032  -54.7697483703 13.62
901006086305854   96.5817363502  -54.7852172547 13.54
901006086306591   96.6198694657  -54.6823395643 13.82
901006086306963   96.6425908649  -54.7355442011 13.95
901006086307726   96.6822888036  -54.6815211927 14.11
901006086403903   96.8811838162  -54.7145227077 13.75
901006086404237   96.8977512641  -54.7882533895 13.57
901006086405032   96.9435424898  -54.8094713121 14.27
901006086405260   96.9549101638  -54.8697357869 14.10
901006086407340   97.0610195639  -54.8431545052 14.25
901006086408011   97.1014837467  -54.6456873983 14.14
901006086500462   97.1414045713  -54.7211729646 13.98
901006086504184   97.3550176011  -54.7930362931 13.55
901006086505070   97.4085952499  -54.8496936393 14.02
901006086506643   97.4989784721  -54.7601600477 14.01
901006086507282   97.5309191739  -54.6511517286 14.18
901006086601917   97.6533910626  -54.8160077301 14.36
901006086606280   97.8776459133  -54.6555048661 14.35
901006086606529   97.8893167308  -54.6988195716 13.97
901006086700904   98.0289749088  -54.6583030959 14.18
901006086704754   98.2369979352  -54.7807939708 13.96
901006086705231   98.2615275440  -54.6306754666 13.78
901006086705603   98.2788493466  -54.6292764643 13.52
901006086707685   98.3795687754  -54.7800475064 14.17
901006086707690   98.3797193318  -54.7828700696 13.48
901006086800627   98.4508089169  -54.6311567716 14.15
901006086800668   98.4529185811  -54.8377321576 13.95
901006086803213   98.5882250114  -54.7049613599 14.23
901006086900230   98.8592795015  -54.7799572989 14.20
901006086900994   98.9057853572  -54.8538242019 13.81
901006086901788   98.9540307998  -54.8066674947 14.27
901006086906507   99.2393304043  -54.6516676423 13.84
901006086906897   99.2639047214  -54.7414311948 13.59
901006087000626   99.3259830847  -54.8412854866 13.91
901006087001079   99.3584891834  -54.7125707700 14.22
901006087001161   99.3626444886  -54.7193350548 14.19
901006087002075   99.4254013398  -54.8058816935 14.11
901006087002843   99.4788762873  -54.6389302164 13.87
901006087003752   99.5461339684  -54.7141123785 13.96
901006087005258   99.6553321024  -54.6357415980 13.54
901006133402422  299.7012257500  -54.7549713870 13.93
901006133505193  300.2411801205  -54.8213927765 14.17
901006133505760  300.2681626156  -54.7398000150 14.15
901006133508584  300.3917428697  -54.6825938121 13.73
901006133600350  300.4418861478  -54.7334351818 14.33
901006133600778  300.4611253733  -54.7181668724 13.89
901006133606720  300.7093100342  -54.8549559548 13.65
